№ п/п,field,well,Куст,date,q_oil,watercut,p_oil,freq,Tраб(ТМ)
6172,Месторождение,1321,70,10.01.2024,109,97,130.0,200,24.0
6173,Месторождение,1321,70,11.01.2024,109,97,130.0,200,24.0
6174,Месторождение,1321,70,12.01.2024,110,97,130.0,200,24.0
6175,Месторождение,1321,70,13.01.2024,109,97,130.0,200,24.0
6176,Месторождение,1321,70,14.01.2024,109,97,130.0,200,24.0
6177,Месторождение,1321,70,15.01.2024,107,97,130.0,200,24.0
6178,Месторождение,1321,70,16.01.2024,109,97,130.0,200,24.0
6179,Месторождение,1321,70,17.01.2024,109,97,130.0,200,24.0
6180,Месторождение,1321,70,18.01.2024,109,97,130.0,200,24.0
6181,Месторождение,1321,70,19.01.2024,109,97,130.0,200,24.0
6182,Месторождение,1321,70,20.01.2024,108,97,130.0,200,24.0
6183,Месторождение,1321,70,21.01.2024,109,97,130.0,200,24.0
6184,Месторождение,1321,70,22.01.2024,109,97,130.0,200,24.0
6185,Месторождение,1321,70,23.01.2024,109,97,130.0,200,24.0
6186,Месторождение,1321,70,24.01.2024,109,97,130.0,200,24.0
6187,Месторождение,1321,70,25.01.2024,109,97,130.0,200,24.0
6188,Месторождение,1321,70,26.01.2024,108,97,130.0,200,24.0
6189,Месторождение,1321,70,27.01.2024,108,97,130.0,200,24.0
6190,Месторождение,1321,70,28.01.2024,108,97,130.0,200,24.0
6191,Месторождение,1321,70,29.01.2024,109,97,130.0,200,24.0
6192,Месторождение,1321,70,30.01.2024,109,97,130.0,200,24.0
6193,Месторождение,1321,70,31.01.2024,109,97,130.0,200,24.0
6194,Месторождение,1321,70,01.02.2024,108,97,130.0,200,24.0
6195,Месторождение,1321,70,02.02.2024,106,97,130.0,200,22.5
6196,Месторождение,1321,70,03.02.2024,109,97,130.0,200,24.0
6197,Месторождение,1321,70,04.02.2024,109,97,130.0,200,24.0
6198,Месторождение,1321,70,05.02.2024,109,97,130.0,200,24.0
6199,Месторождение,1321,70,06.02.2024,109,97,130.0,200,24.0
6200,Месторождение,1321,70,07.02.2024,109,97,130.0,200,24.0
6201,Месторождение,1321,70,08.02.2024,109,97,130.0,200,24.0
6202,Месторождение,1321,70,09.02.2024,109,97,130.0,200,24.0
6203,Месторождение,1321,70,10.02.2024,108,97,130.0,200,24.0
6204,Месторождение,1321,70,11.02.2024,108,97,130.0,200,24.0
6205,Месторождение,1321,70,12.02.2024,108,97,130.0,200,24.0
6206,Месторождение,1321,70,13.02.2024,108,97,130.0,200,24.0
6207,Месторождение,1321,70,14.02.2024,107,97,130.0,200,24.0
6208,Месторождение,1321,70,15.02.2024,107,97,130.0,200,24.0
6209,Месторождение,1321,70,16.02.2024,106,97,130.0,200,24.0
6210,Месторождение,1321,70,17.02.2024,106,97,130.0,200,24.0
6211,Месторождение,1321,70,18.02.2024,105,97,130.0,200,24.0
6212,Месторождение,1321,70,19.02.2024,106,97,130.0,200,24.0
6213,Месторождение,1321,70,20.02.2024,106,97,130.0,200,24.0
6214,Месторождение,1321,70,21.02.2024,105,97,130.0,200,24.0
6215,Месторождение,1321,70,22.02.2024,104,97,130.0,200,24.0
6216,Месторождение,1321,70,23.02.2024,104,97,130.0,200,24.0
6217,Месторождение,1321,70,24.02.2024,103,97,130.0,200,24.0
6218,Месторождение,1321,70,25.02.2024,102,97,130.0,200,24.0
6219,Месторождение,1321,70,26.02.2024,103,97,130.0,200,24.0
6220,Месторождение,1321,70,27.02.2024,102,97,130.0,200,24.0
6221,Месторождение,1321,70,28.02.2024,101,97,130.0,200,24.0
6222,Месторождение,1321,70,29.02.2024,100,97,130.0,200,24.0
6223,Месторождение,1321,70,01.03.2024,96,97,130.0,200,24.0
6224,Месторождение,1321,70,02.03.2024,97,97,130.0,200,24.0
6225,Месторождение,1321,70,03.03.2024,96,97,130.0,200,24.0
6226,Месторождение,1321,70,04.03.2024,96,97,130.0,200,24.0
6227,Месторождение,1321,70,05.03.2024,92,97,130.0,200,24.0
6228,Месторождение,1321,70,06.03.2024,86,97,130.0,200,24.0
6229,Месторождение,1321,70,07.03.2024,80,97,130.0,200,24.0
6230,Месторождение,1321,70,08.03.2024,75,97,130.0,200,24.0
6231,Месторождение,1321,70,09.03.2024,75,97,130.0,200,24.0
6232,Месторождение,1321,70,10.03.2024,67,97,130.0,200,24.0
6233,Месторождение,1321,70,11.03.2024,51,97,130.0,200,23.3
6234,Месторождение,1321,70,12.03.2024,81,97,130.0,200,23.3
6235,Месторождение,1321,70,13.03.2024,111,97,130.0,200,22.5
6236,Месторождение,1321,70,14.03.2024,0,0,0.0,0,0.0
6237,Месторождение,1321,70,15.03.2024,0,0,0.0,0,0.0
6238,Месторождение,1321,70,16.03.2024,0,0,0.0,0,0.0
6239,Месторождение,1321,70,17.03.2024,0,0,0.0,0,0.0
6240,Месторождение,1321,70,18.03.2024,0,0,0.0,0,0.0
6241,Месторождение,1321,70,19.03.2024,110,100,130.0,40,22.5
6242,Месторождение,1321,70,20.03.2024,110,100,130.0,44,22.2
6243,Месторождение,1321,70,21.03.2024,153,98,108.7,46,24.0
6244,Месторождение,1321,70,22.03.2024,164,98,103.1,48,24.0
6245,Месторождение,1321,70,23.03.2024,168,98,99.8,48,24.0
6246,Месторождение,1321,70,24.03.2024,167,98,97.2,48,24.0
6247,Месторождение,1321,70,25.03.2024,167,98,93.6,50,24.0
6248,Месторождение,1321,70,26.03.2024,176,99,91.2,50,24.0
6249,Месторождение,1321,70,27.03.2024,175,99,89.5,50,24.0
6250,Месторождение,1321,70,28.03.2024,174,99,87.8,50,24.0
6251,Месторождение,1321,70,29.03.2024,174,99,87.1,50,24.0
6252,Месторождение,1321,70,30.03.2024,173,95,85.7,50,24.0
6253,Месторождение,1321,70,31.03.2024,173,95,84.4,50,24.0
6254,Месторождение,1321,70,01.04.2024,172,95,83.2,50,24.0
6255,Месторождение,1321,70,02.04.2024,172,95,82.0,50,24.0
6256,Месторождение,1321,70,03.04.2024,172,95,81.0,50,24.0
6257,Месторождение,1321,70,04.04.2024,172,95,80.0,50,24.0
6258,Месторождение,1321,70,05.04.2024,172,95,78.8,50,24.0
6259,Месторождение,1321,70,06.04.2024,172,95,77.4,50,24.0
6260,Месторождение,1321,70,07.04.2024,172,95,76.4,50,24.0
6261,Месторождение,1321,70,08.04.2024,173,95,75.6,50,24.0
6262,Месторождение,1321,70,09.04.2024,167,95,74.8,50,24.0
6263,Месторождение,1321,70,10.04.2024,162,95,74.4,50,24.0
6264,Месторождение,1321,70,11.04.2024,166,95,73.6,50,24.0
6265,Месторождение,1321,70,12.04.2024,171,95,72.8,50,24.0
6266,Месторождение,1321,70,13.04.2024,170,95,71.9,50,24.0
6267,Месторождение,1321,70,14.04.2024,170,95,70.7,50,24.0
6268,Месторождение,1321,70,15.04.2024,170,95,69.9,50,24.0
6269,Месторождение,1321,70,16.04.2024,170,95,69.8,50,24.0
6270,Месторождение,1321,70,17.04.2024,169,95,69.5,50,24.0
6271,Месторождение,1321,70,18.04.2024,168,95,68.8,50,24.0
6272,Месторождение,1321,70,19.04.2024,168,95,68.2,50,24.0
6273,Месторождение,1321,70,20.04.2024,168,95,67.6,50,24.0
6274,Месторождение,1321,70,21.04.2024,168,95,67.0,50,24.0
6275,Месторождение,1321,70,22.04.2024,168,95,66.1,50,24.0
6276,Месторождение,1321,70,23.04.2024,168,95,65.6,50,24.0
6277,Месторождение,1321,70,24.04.2024,168,95,65.1,50,24.0
6278,Месторождение,1321,70,25.04.2024,167,95,64.8,50,24.0
6279,Месторождение,1321,70,26.04.2024,167,95,64.2,50,24.0
6280,Месторождение,1321,70,27.04.2024,167,95,63.7,50,24.0
6281,Месторождение,1321,70,28.04.2024,167,95,63.2,50,24.0
6282,Месторождение,1321,70,29.04.2024,166,95,62.6,50,24.0
6283,Месторождение,1321,70,30.04.2024,166,95,62.1,50,24.0
6284,Месторождение,1321,70,01.05.2024,167,95,61.2,50,24.0
6285,Месторождение,1321,70,02.05.2024,167,95,61.1,50,24.0
6286,Месторождение,1321,70,03.05.2024,166,94,61.0,50,24.0
6287,Месторождение,1321,70,04.05.2024,167,94,60.5,50,24.0
6288,Месторождение,1321,70,05.05.2024,167,94,59.9,50,24.0
6289,Месторождение,1321,70,06.05.2024,166,94,59.4,50,24.0
6290,Месторождение,1321,70,07.05.2024,158,94,58.9,50,24.0
6291,Месторождение,1321,70,08.05.2024,166,94,58.5,50,24.0
6292,Месторождение,1321,70,09.05.2024,167,94,57.7,50,24.0
6293,Месторождение,1321,70,10.05.2024,166,94,57.4,50,24.0
6294,Месторождение,1321,70,11.05.2024,165,94,56.8,50,24.0
6295,Месторождение,1321,70,12.05.2024,164,94,56.4,50,24.0
6296,Месторождение,1321,70,13.05.2024,163,94,56.2,50,24.0
6297,Месторождение,1321,70,14.05.2024,165,94,55.8,50,24.0
6298,Месторождение,1321,70,15.05.2024,164,94,55.5,50,24.0
6299,Месторождение,1321,70,16.05.2024,165,94,55.4,50,24.0
6300,Месторождение,1321,70,17.05.2024,164,94,55.0,50,24.0
6301,Месторождение,1321,70,18.05.2024,164,94,54.6,50,24.0
6302,Месторождение,1321,70,19.05.2024,164,94,54.3,50,24.0
6303,Месторождение,1321,70,20.05.2024,164,94,54.3,50,23.5
6304,Месторождение,1321,70,21.05.2024,164,94,54.7,50,24.0
6305,Месторождение,1321,70,22.05.2024,164,94,54.2,50,24.0
6306,Месторождение,1321,70,23.05.2024,164,94,53.8,50,24.0
6307,Месторождение,1321,70,24.05.2024,164,94,53.5,50,24.0
6308,Месторождение,1321,70,25.05.2024,164,94,53.2,50,24.0
6309,Месторождение,1321,70,26.05.2024,163,94,52.8,50,24.0
6310,Месторождение,1321,70,27.05.2024,163,94,52.5,50,24.0
6311,Месторождение,1321,70,28.05.2024,163,94,52.2,50,24.0
6312,Месторождение,1321,70,29.05.2024,163,94,51.8,50,24.0
6313,Месторождение,1321,70,30.05.2024,163,94,51.5,50,24.0
6314,Месторождение,1321,70,31.05.2024,163,94,51.2,50,24.0
6315,Месторождение,1321,70,01.06.2024,160,94,50.9,50,24.0
6316,Месторождение,1321,70,02.06.2024,159,94,50.7,50,24.0
6317,Месторождение,1321,70,03.06.2024,159,94,50.4,50,24.0
6318,Месторождение,1321,70,04.06.2024,159,94,50.2,50,24.0
6319,Месторождение,1321,70,05.06.2024,158,94,49.9,50,24.0
6320,Месторождение,1321,70,06.06.2024,158,94,49.6,50,24.0
6321,Месторождение,1321,70,07.06.2024,157,94,49.4,50,24.0
6322,Месторождение,1321,70,08.06.2024,157,94,49.1,50,24.0
6323,Месторождение,1321,70,09.06.2024,157,94,48.8,50,24.0
6324,Месторождение,1321,70,10.06.2024,157,94,48.5,50,24.0
6325,Месторождение,1321,70,11.06.2024,157,94,48.3,50,24.0
6326,Месторождение,1321,70,12.06.2024,157,94,48.7,50,24.0
6327,Месторождение,1321,70,13.06.2024,156,94,49.2,50,24.0
6328,Месторождение,1321,70,14.06.2024,156,94,49.6,50,24.0
6329,Месторождение,1321,70,15.06.2024,156,94,50.0,50,22.7
6330,Месторождение,1321,70,16.06.2024,156,94,49.2,50,24.0
6331,Месторождение,1321,70,17.06.2024,158,94,49.9,50,18.6
6332,Месторождение,1321,70,18.06.2024,154,94,51.0,50,24.0
6333,Месторождение,1321,70,19.06.2024,154,94,50.0,50,24.0
6334,Месторождение,1321,70,20.06.2024,154,94,49.3,50,24.0
6335,Месторождение,1321,70,21.06.2024,154,94,48.8,50,24.0
6336,Месторождение,1321,70,22.06.2024,154,94,48.5,50,24.0
6337,Месторождение,1321,70,23.06.2024,154,94,48.2,50,24.0
6338,Месторождение,1321,70,24.06.2024,154,94,47.9,50,24.0
6339,Месторождение,1321,70,25.06.2024,154,94,47.7,50,24.0
6340,Месторождение,1321,70,26.06.2024,154,94,47.5,50,24.0
6341,Месторождение,1321,70,27.06.2024,154,94,47.2,50,24.0
6342,Месторождение,1321,70,28.06.2024,154,94,46.9,50,24.0
6343,Месторождение,1321,70,29.06.2024,154,94,46.8,50,24.0
6344,Месторождение,1321,70,30.06.2024,154,94,46.6,50,24.0
6345,Месторождение,1321,70,01.07.2024,154,94,46.5,50,24.0
6346,Месторождение,1321,70,02.07.2024,154,95,46.4,50,24.0
6347,Месторождение,1321,70,03.07.2024,154,95,46.2,50,24.0
6348,Месторождение,1321,70,04.07.2024,154,95,49.3,50,17.1
6349,Месторождение,1321,70,05.07.2024,154,95,48.9,50,24.0
6350,Месторождение,1321,70,06.07.2024,154,95,47.9,50,24.0
6351,Месторождение,1321,70,07.07.2024,154,95,47.3,50,24.0
6352,Месторождение,1321,70,08.07.2024,154,95,46.8,50,24.0
6353,Месторождение,1321,70,09.07.2024,154,95,46.6,50,24.0
6354,Месторождение,1321,70,10.07.2024,154,95,46.3,50,24.0
6355,Месторождение,1321,70,11.07.2024,154,95,46.0,50,24.0
6356,Месторождение,1321,70,12.07.2024,154,95,45.8,50,24.0
6357,Месторождение,1321,70,13.07.2024,154,95,45.6,50,24.0
6358,Месторождение,1321,70,14.07.2024,154,95,45.4,50,24.0
6359,Месторождение,1321,70,15.07.2024,154,95,45.2,50,24.0
6360,Месторождение,1321,70,16.07.2024,154,95,45.1,50,24.0
6361,Месторождение,1321,70,17.07.2024,154,95,45.0,50,24.0
6362,Месторождение,1321,70,18.07.2024,154,95,44.8,50,24.0
6363,Месторождение,1321,70,19.07.2024,154,95,47.4,50,24.0
6364,Месторождение,1321,70,20.07.2024,154,95,49.9,50,17.6
6365,Месторождение,1321,70,21.07.2024,154,95,50.0,48,24.0
6366,Месторождение,1321,70,22.07.2024,154,95,49.9,48,24.0
6367,Месторождение,1321,70,23.07.2024,154,95,48.9,50,24.0
6368,Месторождение,1321,70,24.07.2024,154,95,53.9,50,3.4
6369,Месторождение,1321,70,25.07.2024,154,95,59.0,46,7.3
6370,Месторождение,1321,70,26.07.2024,154,95,64.0,48,8.3
6371,Месторождение,1321,70,27.07.2024,154,95,69.0,47,18.6
6372,Месторождение,1321,70,28.07.2024,154,95,67.0,46,24.0
6373,Месторождение,1321,70,29.07.2024,154,95,67.0,46,23.7
6374,Месторождение,1321,70,30.07.2024,154,95,67.0,47,23.2
6375,Месторождение,1321,70,31.07.2024,154,95,67.0,47,23.9
6376,Месторождение,1321,70,01.08.2024,154,95,67.0,46,24.0
6377,Месторождение,1321,70,02.08.2024,155,95,67.0,47,24.0
6378,Месторождение,1321,70,03.08.2024,157,95,67.0,47,23.5
6379,Месторождение,1321,70,04.08.2024,158,96,67.0,47,24.0
6380,Месторождение,1321,70,05.08.2024,160,96,67.0,47,23.7
6381,Месторождение,1321,70,06.08.2024,162,96,67.0,48,23.7
6382,Месторождение,1321,70,07.08.2024,187,96,68.0,46,23.7
6383,Месторождение,1321,70,08.08.2024,187,96,68.0,47,24.0
6384,Месторождение,1321,70,09.08.2024,187,96,67.0,47,23.4
6385,Месторождение,1321,70,10.08.2024,187,96,68.0,46,23.7
6386,Месторождение,1321,70,11.08.2024,187,96,68.0,47,24.0
6387,Месторождение,1321,70,12.08.2024,187,96,68.0,47,24.0
6388,Месторождение,1321,70,13.08.2024,187,96,68.0,47,23.8
6389,Месторождение,1321,70,14.08.2024,187,96,68.0,46,24.0
6390,Месторождение,1321,70,15.08.2024,187,96,68.0,50,18.8
6391,Месторождение,1321,70,16.08.2024,187,96,68.0,48,24.0
6392,Месторождение,1321,70,17.08.2024,187,96,68.0,48,24.0
6393,Месторождение,1321,70,18.08.2024,187,96,67.0,48,24.0
6394,Месторождение,1321,70,19.08.2024,187,96,67.0,48,24.0
6395,Месторождение,1321,70,20.08.2024,187,96,67.0,48,23.9
6396,Месторождение,1321,70,21.08.2024,187,96,68.0,48,20.0
6397,Месторождение,1321,70,22.08.2024,187,96,68.0,48,24.0
6398,Месторождение,1321,70,23.08.2024,189,96,68.0,48,24.0
6399,Месторождение,1321,70,24.08.2024,191,96,68.0,48,24.0
6400,Месторождение,1321,70,25.08.2024,192,96,67.0,48,24.0
6401,Месторождение,1321,70,26.08.2024,194,96,67.0,48,22.6
6402,Месторождение,1321,70,27.08.2024,196,96,76.2,40,22.8
6403,Месторождение,1321,70,28.08.2024,195,97,78.525,40,22.8
6404,Месторождение,1321,70,29.08.2024,194,98,80.85,40,22.8
6405,Месторождение,1321,70,30.08.2024,193,99,83.175,40,22.8
6406,Месторождение,1321,70,31.08.2024,193,100,85.5,40,22.8
6407,Месторождение,1321,70,01.09.2024,190,100,94.8,51,22.8
6408,Месторождение,1321,70,02.09.2024,171,94,87.8,51,24.0
6409,Месторождение,1321,70,03.09.2024,163,96,84.0,50,24.0
6410,Месторождение,1321,70,04.09.2024,162,98,78.5,50,24.0
6411,Месторождение,1321,70,05.09.2024,162,98,74.0,50,24.0
6412,Месторождение,1321,70,06.09.2024,162,98,73.5,50,24.0
6413,Месторождение,1321,70,07.09.2024,161,96,72.2,50,24.0
6414,Месторождение,1321,70,08.09.2024,161,96,71.0,50,24.0
6415,Месторождение,1321,70,09.09.2024,161,96,69.9,50,24.0
6416,Месторождение,1321,70,10.09.2024,160,96,69.0,50,24.0
6417,Месторождение,1321,70,11.09.2024,158,96,68.2,50,24.0
6418,Месторождение,1321,70,12.09.2024,156,96,67.6,50,24.0
6419,Месторождение,1321,70,13.09.2024,156,96,67.0,50,24.0
6420,Месторождение,1321,70,14.09.2024,155,96,66.1,50,24.0
6421,Месторождение,1321,70,15.09.2024,155,96,65.7,50,24.0
6422,Месторождение,1321,70,16.09.2024,155,99,65.0,50,24.0
6423,Месторождение,1321,70,17.09.2024,155,99,64.7,50,24.0
6424,Месторождение,1321,70,18.09.2024,155,99,64.7,50,22.3
6425,Месторождение,1321,70,19.09.2024,155,99,63.5,50,24.0
6426,Месторождение,1321,70,20.09.2024,155,99,62.9,50,24.0
6427,Месторождение,1321,70,21.09.2024,155,99,62.0,50,24.0
6428,Месторождение,1321,70,22.09.2024,155,99,61.8,50,24.0
6429,Месторождение,1321,70,23.09.2024,155,99,61.0,50,24.0
6430,Месторождение,1321,70,24.09.2024,155,99,60.7,50,24.0
6431,Месторождение,1321,70,25.09.2024,155,99,60.0,50,24.0
6432,Месторождение,1321,70,26.09.2024,155,99,59.9,50,24.0
6433,Месторождение,1321,70,27.09.2024,155,96,59.0,50,24.0
6434,Месторождение,1321,70,28.09.2024,155,96,59.0,50,24.0
6435,Месторождение,1321,70,29.09.2024,155,96,58.5,50,24.0
6436,Месторождение,1321,70,30.09.2024,155,96,58.0,50,24.0
6437,Месторождение,1321,70,01.10.2024,155,96,58.0,50,24.0
6438,Месторождение,1321,70,02.10.2024,154,96,57.3,50,24.0
6439,Месторождение,1321,70,03.10.2024,154,96,57.0,50,24.0
6440,Месторождение,1321,70,04.10.2024,154,96,57.0,50,24.0
6441,Месторождение,1321,70,05.10.2024,154,96,56.2,50,24.0
6442,Месторождение,1321,70,06.10.2024,154,96,56.0,50,24.0
6443,Месторождение,1321,70,07.10.2024,150,96,56.0,50,24.0
6444,Месторождение,1321,70,08.10.2024,150,96,55.3,50,24.0
6445,Месторождение,1321,70,09.10.2024,150,96,55.0,50,24.0
6446,Месторождение,1321,70,10.10.2024,150,96,55.0,50,24.0
6447,Месторождение,1321,70,11.10.2024,150,96,54.7,50,24.0
6448,Месторождение,1321,70,12.10.2024,150,96,54.0,50,24.0
6449,Месторождение,1321,70,13.10.2024,150,96,54.0,50,24.0
6450,Месторождение,1321,70,14.10.2024,150,96,53.9,50,24.0
6451,Месторождение,1321,70,15.10.2024,150,96,53.1,50,24.0
6452,Месторождение,1321,70,16.10.2024,150,96,53.0,50,24.0
6453,Месторождение,1321,70,17.10.2024,150,96,54.3,50,24.0
6454,Месторождение,1321,70,18.10.2024,150,96,53.7,50,24.0
6455,Месторождение,1321,70,19.10.2024,150,96,52.8,50,24.0
6456,Месторождение,1321,70,20.10.2024,150,96,52.0,50,24.0
6457,Месторождение,1321,70,21.10.2024,150,96,51.7,50,24.0
6458,Месторождение,1321,70,22.10.2024,150,96,51.0,50,24.0
6459,Месторождение,1321,70,23.10.2024,150,96,51.0,50,24.0
6460,Месторождение,1321,70,24.10.2024,150,96,51.0,50,24.0
6461,Месторождение,1321,70,25.10.2024,150,96,50.1,50,24.0
6462,Месторождение,1321,70,26.10.2024,150,96,50.0,50,24.0
6463,Месторождение,1321,70,27.10.2024,150,96,50.0,50,24.0
6464,Месторождение,1321,70,28.10.2024,150,96,49.4,50,24.0
6465,Месторождение,1321,70,29.10.2024,150,96,49.0,50,24.0
6466,Месторождение,1321,70,30.10.2024,150,96,49.0,50,24.0
6467,Месторождение,1321,70,31.10.2024,150,96,49.0,50,24.0
6468,Месторождение,1321,70,01.11.2024,150,96,48.8,50,24.0
6469,Месторождение,1321,70,02.11.2024,150,96,48.1,50,24.0
6470,Месторождение,1321,70,03.11.2024,149,96,48.0,50,24.0
6471,Месторождение,1321,70,04.11.2024,149,96,48.0,50,24.0
6472,Месторождение,1321,70,05.11.2024,150,96,48.0,50,24.0
6473,Месторождение,1321,70,06.11.2024,149,96,47.4,50,24.0
6474,Месторождение,1321,70,07.11.2024,149,96,47.0,50,24.0
6475,Месторождение,1321,70,08.11.2024,149,96,47.0,50,24.0
6476,Месторождение,1321,70,09.11.2024,148,96,47.0,50,24.0
6477,Месторождение,1321,70,10.11.2024,149,96,47.0,50,24.0
6478,Месторождение,1321,70,11.11.2024,148,96,46.4,50,24.0
6479,Месторождение,1321,70,12.11.2024,148,96,46.0,50,24.0
6480,Месторождение,1321,70,13.11.2024,148,97,46.0,50,24.0
6481,Месторождение,1321,70,14.11.2024,148,97,46.0,50,24.0
6482,Месторождение,1321,70,15.11.2024,147,97,46.0,50,24.0
6483,Месторождение,1321,70,16.11.2024,148,97,45.7,50,24.0
6484,Месторождение,1321,70,17.11.2024,148,97,45.0,50,24.0
6485,Месторождение,1321,70,18.11.2024,148,97,45.0,50,24.0
6486,Месторождение,1321,70,19.11.2024,147,97,45.0,50,24.0
6487,Месторождение,1321,70,20.11.2024,147,97,45.0,50,24.0
6488,Месторождение,1321,70,21.11.2024,147,97,45.0,50,24.0
6489,Месторождение,1321,70,22.11.2024,147,97,44.5,50,24.0
6490,Месторождение,1321,70,23.11.2024,147,97,44.0,50,24.0
6491,Месторождение,1321,70,24.11.2024,148,97,44.0,50,24.0
6492,Месторождение,1321,70,25.11.2024,147,97,44.0,50,24.0
6493,Месторождение,1321,70,26.11.2024,147,97,44.0,50,24.0
6494,Месторождение,1321,70,27.11.2024,146,97,44.0,50,24.0
6495,Месторождение,1321,70,28.11.2024,146,97,44.0,50,24.0
6496,Месторождение,1321,70,29.11.2024,146,97,43.5,50,24.0
6497,Месторождение,1321,70,30.11.2024,147,97,43.1,50,24.0
6498,Месторождение,1321,70,01.12.2024,149,97,42.8,50,24.0
6499,Месторождение,1321,70,02.12.2024,153,97,42.0,50,24.0
6500,Месторождение,1321,70,03.12.2024,152,97,41.6,50,24.0
6501,Месторождение,1321,70,04.12.2024,152,97,41.0,50,24.0
6502,Месторождение,1321,70,05.12.2024,153,97,41.0,50,24.0
6503,Месторождение,1321,70,06.12.2024,152,97,40.4,50,24.0
6504,Месторождение,1321,70,07.12.2024,152,97,40.0,50,24.0
6505,Месторождение,1321,70,08.12.2024,152,97,40.0,50,24.0
6506,Месторождение,1321,70,09.12.2024,152,97,40.0,50,24.0
6507,Месторождение,1321,70,10.12.2024,151,97,39.2,50,24.0
6508,Месторождение,1321,70,11.12.2024,151,97,39.0,50,24.0
6509,Месторождение,1321,70,12.12.2024,151,97,39.0,50,24.0
6510,Месторождение,1321,70,13.12.2024,151,97,39.0,50,24.0
6511,Месторождение,1321,70,14.12.2024,150,97,38.9,50,24.0
6512,Месторождение,1321,70,15.12.2024,150,97,38.1,50,24.0
6513,Месторождение,1321,70,16.12.2024,150,97,38.0,50,24.0
6514,Месторождение,1321,70,17.12.2024,150,97,38.0,50,24.0
6515,Месторождение,1321,70,18.12.2024,150,97,38.0,50,24.0
6516,Месторождение,1321,70,19.12.2024,150,97,38.0,50,24.0
6517,Месторождение,1321,70,20.12.2024,151,97,37.2,50,24.0
6518,Месторождение,1321,70,21.12.2024,149,97,37.0,50,24.0
6519,Месторождение,1321,70,22.12.2024,150,97,37.0,50,24.0
6520,Месторождение,1321,70,23.12.2024,150,97,37.0,50,24.0
6521,Месторождение,1321,70,24.12.2024,149,97,36.8,50,24.0
6522,Месторождение,1321,70,25.12.2024,145,97,36.9,50,24.0
6523,Месторождение,1321,70,26.12.2024,141,97,37.0,50,24.0
6524,Месторождение,1321,70,27.12.2024,150,97,36.9,50,24.0
6525,Месторождение,1321,70,28.12.2024,148,97,36.3,50,24.0
6526,Месторождение,1321,70,29.12.2024,148,97,36.0,50,24.0
6527,Месторождение,1321,70,30.12.2024,148,97,36.0,50,24.0
6528,Месторождение,1321,70,31.12.2024,149,97,36.0,50,24.0
6529,Месторождение,1321,70,01.01.2025,149,97,36.0,50,24.0
6530,Месторождение,1321,70,02.01.2025,142,97,35.9,50,24.0
6531,Месторождение,1321,70,03.01.2025,145,97,35.5,50,24.0
6532,Месторождение,1321,70,04.01.2025,146,97,35.1,50,24.0
6533,Месторождение,1321,70,05.01.2025,150,97,35.0,50,24.0
6534,Месторождение,1321,70,06.01.2025,149,97,35.0,50,24.0
6535,Месторождение,1321,70,07.01.2025,149,97,35.0,50,24.0
6536,Месторождение,1321,70,08.01.2025,148,97,35.0,50,24.0
6537,Месторождение,1321,70,09.01.2025,148,97,35.0,50,24.0
6538,Месторождение,1321,70,10.01.2025,148,97,34.4,50,24.0
6539,Месторождение,1321,70,11.01.2025,148,97,34.0,50,24.0
6540,Месторождение,1321,70,12.01.2025,148,97,34.0,50,24.0
6541,Месторождение,1321,70,13.01.2025,146,97,34.0,50,24.0
6542,Месторождение,1321,70,14.01.2025,148,97,34.0,50,24.0
6543,Месторождение,1321,70,15.01.2025,148,97,34.0,50,24.0
6544,Месторождение,1321,70,16.01.2025,148,97,34.0,50,24.0
6545,Месторождение,1321,70,17.01.2025,147,97,34.0,50,24.0
6546,Месторождение,1321,70,18.01.2025,148,97,33.7,50,24.0
6547,Месторождение,1321,70,19.01.2025,147,97,33.4,50,24.0
6548,Месторождение,1321,70,20.01.2025,147,97,33.0,50,24.0
6549,Месторождение,1321,70,21.01.2025,147,97,33.0,50,24.0
6550,Месторождение,1321,70,22.01.2025,147,97,33.0,50,24.0
6551,Месторождение,1321,70,23.01.2025,147,97,33.0,50,24.0
6552,Месторождение,1321,70,24.01.2025,147,97,33.0,50,24.0
6553,Месторождение,1321,70,25.01.2025,147,97,33.0,50,24.0
6554,Месторождение,1321,70,26.01.2025,146,97,33.0,50,24.0
6555,Месторождение,1321,70,27.01.2025,146,97,33.0,50,24.0
6556,Месторождение,1321,70,28.01.2025,146,97,33.0,50,24.0
6557,Месторождение,1321,70,29.01.2025,145,97,33.0,50,24.0
6558,Месторождение,1321,70,30.01.2025,145,97,33.0,50,24.0
6559,Месторождение,1321,70,31.01.2025,145,97,33.0,50,24.0
6560,Месторождение,1321,70,01.02.2025,146,97,33.0,50,24.0
6561,Месторождение,1321,70,02.02.2025,146,97,33.0,50,24.0
6562,Месторождение,1321,70,03.02.2025,146,97,33.0,50,24.0
6563,Месторождение,1321,70,04.02.2025,145,97,33.0,50,24.0
6564,Месторождение,1321,70,05.02.2025,142,97,33.0,50,24.0
6565,Месторождение,1321,70,06.02.2025,139,97,32.7,50,24.0
6566,Месторождение,1321,70,07.02.2025,145,97,32.3,50,24.0
6567,Месторождение,1321,70,08.02.2025,136,97,32.1,50,24.0
6568,Месторождение,1321,70,09.02.2025,138,97,32.0,50,24.0
6569,Месторождение,1321,70,10.02.2025,140,97,32.0,50,24.0
